Número,Processo,NI Beneficiário,Origem,Situação,Valor,Tipo_NI_Ben,Tipo_NI_Int,NIs_iguais,Ano,Tempo_decorrido,Número
7982,14827,2876,Previdenciário,CREDITADA,756.27,PF,PF,S,2018,2,
7983,43623,2876,Previdenciário,CREDITADA,789.75,PF,PF,S,2018,2,
7984,4386,2876,Previdenciário,CREDITADA,747.29,PF,PF,S,2018,2,
7985,37719,2876,Previdenciário,CREDITADA,45.74,PF,PF,S,2018,2,
7986,35810,2940,Previdenciário,CREDITADA,86.75,PF,PF,S,2019,1,
7987,44596,2940,Previdenciário,CREDITADA,86.26,PF,PF,S,2019,1,
7988,37165,2940,Previdenciário,CREDITADA,87.63,PF,PF,S,2019,1,
7989,21643,2940,Previdenciário,CREDITADA,85.84,PF,PF,S,2019,1,
7990,27655,2940,Previdenciário,CREDITADA,88.07,PF,PF,S,2019,1,
7991,35750,2940,Previdenciário,CREDITADA,85.38,PF,PF,S,2019,1,
7992,28219,2940,Previdenciário,CREDITADA,87.21,PF,PF,S,2019,1,
7993,23361,2940,Previdenciário,CREDITADA,84.94,PF,PF,S,2019,1,
7994,34528,2940,Previdenciário,CREDITADA,53.13,PF,PF,S,2019,1,
7995,47998,2940,Previdenciário,CREDITADA,54.24,PF,PF,S,2019,1,
7996,42873,2940,Previdenciário,CREDITADA,55.1,PF,PF,S,2019,1,
7997,11835,2940,Previdenciário,CREDITADA,54.87,PF,PF,S,2019,1,
7998,20223,2038,Previdenciário,CREDITADA,187.1,PF,PF,S,2017,3,
7999,34282,2038,Previdenciário,CREDITADA,186.37,PF,PF,S,2017,3,
8000,4800,2110,Previdenciário,CREDITADA,26.57,PF,PF,S,2016,4,
8001,33011,2635,Previdenciário,CREDITADA,25.79,PF,PF,S,2019,1,
8002,11908,1928,Previdenciário,CREDITADA,263.56,PF,PF,S,2016,4,
8003,41709,1928,Previdenciário,CREDITADA,185.32,PF,PF,S,2016,4,
8004,39811,7,Previdenciário,CREDITADA,187.81,PF,PF,S,2019,1,
8005,9832,2110,Previdenciário,CREDITADA,26.47,PF,PF,S,2016,4,
8006,117,3226,Previdenciário,CREDITADA,9551.57,PF,PF,S,2014,6,
8007,3535,1720,Previdenciário,CREDITADA,8187.06,PF,PF,N,2020,0,
8008,47776,3082,Previdenciário,CREDITADA,521.93,PF,PF,S,2016,4,
8009,37257,3252,Previdenciário,CREDITADA,334.26,PF,PF,S,2017,3,
8010,272,3252,Previdenciário,CREDITADA,249.66,PF,PF,S,2017,3,
8011,31099,3252,Previdenciário,CREDITADA,316.92,PF,PF,S,2017,3,
8012,45061,3252,Previdenciário,CREDITADA,366.07,PF,PF,S,2017,3,
8013,25410,3252,Previdenciário,CREDITADA,315.49,PF,PF,S,2017,3,
8014,24862,3252,Previdenciário,CREDITADA,357.81,PF,PF,S,2017,3,
8015,30113,3252,Previdenciário,CREDITADA,314.07,PF,PF,S,2017,3,
8016,4310,3252,Previdenciário,CREDITADA,348.95,PF,PF,S,2017,3,
8017,23619,3252,Previdenciário,CREDITADA,312.75,PF,PF,S,2017,3,
8018,39366,3252,Previdenciário,CREDITADA,339.98,PF,PF,S,2017,3,
8019,21531,3252,Previdenciário,CREDITADA,311.56,PF,PF,S,2017,3,
8020,15342,3252,Previdenciário,CREDITADA,362.22,PF,PF,S,2017,3,
8021,28889,3252,Previdenciário,CREDITADA,310.36,PF,PF,S,2017,3,
8022,9447,3252,Previdenciário,CREDITADA,255.79,PF,PF,S,2017,3,
8023,445,3252,Previdenciário,CREDITADA,309.04,PF,PF,S,2017,3,
8024,10034,3252,Previdenciário,CREDITADA,353.57,PF,PF,S,2017,3,
8025,17407,3252,Previdenciário,CREDITADA,370.26,PF,PF,S,2017,3,
8026,34943,3252,Previdenciário,CREDITADA,370.41,PF,PF,S,2017,3,
8027,4512,3252,Previdenciário,CREDITADA,368.82,PF,PF,S,2017,3,
8028,7551,191,Previdenciário,CREDITADA,6212.86,PF,PF,S,2020,0,
8029,33358,3190,Previdenciário,CREDITADA,117.2,PF,PF,S,2019,1,
8030,48158,3190,Previdenciário,CREDITADA,116.36,PF,PF,S,2019,1,
8031,44477,3190,Previdenciário,CREDITADA,115.94,PF,PF,S,2019,1,
8032,48234,3190,Previdenciário,CREDITADA,114.78,PF,PF,S,2019,1,
8033,45069,3190,Previdenciário,CREDITADA,123.88,PF,PF,S,2019,1,
8034,41944,3190,Previdenciário,CREDITADA,115.56,PF,PF,S,2019,1,
8035,42072,3190,Previdenciário,CREDITADA,124.74,PF,PF,S,2019,1,
8036,18764,3190,Previdenciário,CREDITADA,123.43,PF,PF,S,2019,1,
8037,24574,3190,Previdenciário,CREDITADA,115.19,PF,PF,S,2019,1,
8038,38989,3190,Previdenciário,CREDITADA,122.44,PF,PF,S,2019,1,
8039,8652,3190,Previdenciário,CREDITADA,122.98,PF,PF,S,2019,1,
8040,37438,3190,Previdenciário,CREDITADA,121.91,PF,PF,S,2019,1,
8041,30952,3190,Previdenciário,CREDITADA,120.78,PF,PF,S,2019,1,
8042,47097,3190,Previdenciário,CREDITADA,121.38,PF,PF,S,2019,1,
8043,16209,3190,Previdenciário,CREDITADA,120.24,PF,PF,S,2019,1,
8044,22967,3190,Previdenciário,CREDITADA,126.46,PF,PF,S,2019,1,
8045,12135,3190,Previdenciário,CREDITADA,119.02,PF,PF,S,2019,1,
8046,7018,3190,Previdenciário,CREDITADA,119.65,PF,PF,S,2019,1,
8047,8124,3190,Previdenciário,CREDITADA,125.2,PF,PF,S,2019,1,
8048,42848,3190,Previdenciário,CREDITADA,123.09,PF,PF,S,2019,1,
8049,20907,3190,Previdenciário,CREDITADA,121.68,PF,PF,S,2019,1,
8050,12843,3190,Previdenciário,CREDITADA,123.85,PF,PF,S,2019,1,
8051,21071,3190,Previdenciário,CREDITADA,124.5,PF,PF,S,2019,1,
8052,34739,3190,Previdenciário,CREDITADA,122.4,PF,PF,S,2019,1,
8053,11036,3190,Previdenciário,CREDITADA,120.92,PF,PF,S,2019,1,
8054,21049,575,Previdenciário,CREDITADA,2392.17,PF,PF,S,2018,2,
8055,6648,3272,Previdenciário,CREDITADA,718.53,PF,PF,S,2019,1,
8056,20243,1521,Previdenciário,CREDITADA,117.66,PF,PF,S,2018,2,
8057,3236,3529,Previdenciário,CREDITADA,222.55,PF,PF,S,2019,1,
8058,19100,3529,Previdenciário,CREDITADA,217.25,PF,PF,S,2019,1,
8059,24872,3529,Previdenciário,CREDITADA,226.38,PF,PF,S,2019,1,
8060,37854,3529,Previdenciário,CREDITADA,219.86,PF,PF,S,2019,1,
8061,25742,3529,Previdenciário,CREDITADA,221.23,PF,PF,S,2019,1,
8062,345,3518,Previdenciário,CREDITADA,209.97,PF,PF,S,2019,1,
8063,11726,3518,Previdenciário,CREDITADA,208.94,PF,PF,S,2019,1,
8064,39801,3518,Previdenciário,CREDITADA,214.97,PF,PF,S,2019,1,
8065,26270,3518,Previdenciário,CREDITADA,214.97,PF,PF,S,2019,1,
8066,24473,3719,Previdenciário,CREDITADA,133.41,PF,PF,S,2018,2,
8067,46799,1145,Previdenciário,CREDITADA,26040.82,PF,PF,S,2020,0,
8068,7339,3708,Previdenciário,CREDITADA,602.88,PF,PF,S,2019,1,
8069,39579,1353,Previdenciário,CREDITADA,3716.58,PF,PF,S,2019,1,
8070,47346,3522,Previdenciário,CREDITADA,115.97,PF,PF,S,2020,0,
8071,18820,3023,Previdenciário,CREDITADA,118.25,PF,PF,S,2020,0,
8072,40289,241,Previdenciário,CREDITADA,58.12,PF,PF,S,2019,1,
8073,45154,1018,Previdenciário,CREDITADA,233.15,PF,PF,S,2020,0,
8074,39710,1018,Previdenciário,CREDITADA,123.24,PF,PF,S,2019,1,
8075,9089,1707,Previdenciário,CREDITADA,238.27,PF,PF,S,2019,1,
8076,16903,2790,Previdenciário,CREDITADA,115.81,PF,PF,S,2020,0,
8077,10315,3814,Previdenciário,CREDITADA,117.14,PF,PF,S,2019,1,
8078,28928,3814,Previdenciário,CREDITADA,116.57,PF,PF,S,2019,1,
8079,29168,3814,Previdenciário,CREDITADA,117.69,PF,PF,S,2019,1,
8080,10419,3814,Previdenciário,CREDITADA,118.23,PF,PF,S,2019,1,
8081,37661,3814,Previdenciário,CREDITADA,115.97,PF,PF,S,2019,1,
8082,46441,3814,Previdenciário,CREDITADA,115.48,PF,PF,S,2019,1,
8083,42675,1570,Previdenciário,CREDITADA,115.81,PF,PF,S,2020,0,
8084,46891,2713,Previdenciário,CREDITADA,713.25,PF,PF,S,2019,1,
8085,25574,3197,Previdenciário,CREDITADA,145.49,PF,PF,S,2020,0,
8086,4048,3436,Previdenciário,CREDITADA,2904.91,PF,PF,S,2019,1,
8087,25643,609,Previdenciário,CREDITADA,116.33,PF,PF,S,2020,0,
8088,19828,2166,Previdenciário,CREDITADA,210.57,PF,PF,S,2020,0,
8089,22496,1950,Previdenciário,CREDITADA,115.81,PF,PF,S,2020,0,
8090,27141,1365,Previdenciário,CREDITADA,252.78,PF,PF,S,2019,1,
8091,21731,1691,Previdenciário,CREDITADA,52.37,PF,PF,S,2016,4,
8092,33535,2075,Previdenciário,CREDITADA,13.9,PF,PF,S,2016,4,
8093,45861,1365,Previdenciário,CREDITADA,43.18,PF,PF,S,2019,1,
8094,17524,1691,Previdenciário,CREDITADA,52.13,PF,PF,S,2016,4,
8095,36398,2075,Previdenciário,CREDITADA,13.83,PF,PF,S,2016,4,
8096,39220,1691,Previdenciário,CREDITADA,193.5,PF,PF,S,2016,4,
8097,38736,3203,Previdenciário,CREDITADA,749.85,PF,PF,S,2018,2,
8098,40183,1667,Previdenciário,CREDITADA,738.96,PF,PF,S,2019,1,
8099,30303,792,Previdenciário,CREDITADA,74.15,PF,PF,S,2018,2,
8100,15914,792,Previdenciário,CREDITADA,29.54,PF,PF,S,2018,2,
8101,18999,2075,Previdenciário,CREDITADA,16.65,PF,PF,S,2016,4,
8102,37073,792,Previdenciário,CREDITADA,45.77,PF,PF,S,2018,2,
8103,9022,1471,Previdenciário,CREDITADA,118.17,PF,PF,S,2019,1,
8104,14254,1471,Previdenciário,CREDITADA,252.06,PF,PF,S,2019,1,
8105,5206,1471,Previdenciário,CREDITADA,65.07,PF,PF,S,2019,1,
8106,7886,1471,Previdenciário,CREDITADA,129.04,PF,PF,S,2019,1,
8107,4864,1471,Previdenciário,CREDITADA,253.36,PF,PF,S,2019,1,
8108,44392,1471,Previdenciário,CREDITADA,128.41,PF,PF,S,2019,1,
8109,20501,1471,Previdenciário,CREDITADA,20.8,PF,PF,S,2019,1,
8110,43191,1471,Previdenciário,CREDITADA,250.79,PF,PF,S,2019,1,
8111,29817,2491,Previdenciário,CREDITADA,1003.41,PF,PF,S,2018,2,
8112,40572,191,Previdenciário,CREDITADA,229.08,PF,PF,S,2019,1,
8113,47126,191,Previdenciário,CREDITADA,446.54,PF,PF,S,2019,1,
8114,19275,191,Previdenciário,CREDITADA,277.42,PF,PF,S,2019,1,
8115,30813,191,Previdenciário,CREDITADA,201.82,PF,PF,S,2019,1,
8116,5418,191,Previdenciário,CREDITADA,276.47,PF,PF,S,2019,1,
8117,33796,191,Previdenciário,CREDITADA,190.47,PF,PF,S,2019,1,
8118,8637,191,Previdenciário,CREDITADA,424.75,PF,PF,S,2019,1,
8119,7528,191,Previdenciário,CREDITADA,142.3,PF,PF,S,2019,1,
8120,30054,191,Previdenciário,CREDITADA,509.82,PF,PF,S,2019,1,
8121,39523,191,Previdenciário,CREDITADA,208.17,PF,PF,S,2019,1,
8122,17174,191,Previdenciário,CREDITADA,218.55,PF,PF,S,2019,1,
8123,31754,191,Previdenciário,CREDITADA,195.41,PF,PF,S,2019,1,
8124,15208,191,Previdenciário,CREDITADA,194.64,PF,PF,S,2019,1,
8125,42990,191,Previdenciário,CREDITADA,216.12,PF,PF,S,2019,1,
8126,20288,191,Previdenciário,CREDITADA,371.21,PF,PF,S,2019,1,
8127,23018,191,Previdenciário,CREDITADA,214.63,PF,PF,S,2019,1,
8128,11032,191,Previdenciário,CREDITADA,203.92,PF,PF,S,2019,1,
8129,6134,191,Previdenciário,CREDITADA,368.69,PF,PF,S,2019,1,
8130,6506,191,Previdenciário,CREDITADA,202.82,PF,PF,S,2019,1,
8131,22245,191,Previdenciário,CREDITADA,420.74,PF,PF,S,2019,1,
8132,37818,191,Previdenciário,CREDITADA,352.79,PF,PF,S,2019,1,
8133,39098,191,Previdenciário,CREDITADA,228.48,PF,PF,S,2019,1,
8134,38136,2110,Previdenciário,CREDITADA,26.36,PF,PF,S,2016,4,
8135,42255,2110,Previdenciário,CREDITADA,27.65,PF,PF,S,2016,4,
8136,10398,2110,Previdenciário,CREDITADA,26.24,PF,PF,S,2016,4,
8137,7929,2427,Previdenciário,CREDITADA,184.98,PF,PF,S,2018,2,
8138,15973,3206,Previdenciário,CREDITADA,134.9,PF,PF,S,2017,3,
8139,17559,1893,Previdenciário,CREDITADA,3521.16,PF,PF,S,2020,0,
8140,46856,2110,Previdenciário,CREDITADA,27.52,PF,PF,S,2016,4,
8141,43268,3817,Previdenciário,CREDITADA,194.19,PF,PF,S,2017,3,
8142,23090,3817,Previdenciário,CREDITADA,193.27,PF,PF,S,2017,3,
8143,23601,3817,Previdenciário,CREDITADA,195.33,PF,PF,S,2017,3,
8144,41062,3817,Previdenciário,CREDITADA,192.13,PF,PF,S,2017,3,
8145,30240,3817,Previdenciário,CREDITADA,231.03,PF,PF,S,2017,3,
8146,40163,3529,Previdenciário,CREDITADA,218.52,PF,PF,S,2019,1,
8147,8039,3529,Previdenciário,CREDITADA,213.93,PF,PF,S,2019,1,
8148,42576,3529,Previdenciário,CREDITADA,216.4,PF,PF,S,2019,1,
8149,14502,3529,Previdenciário,CREDITADA,210.8,PF,PF,S,2019,1,
8150,21425,3529,Previdenciário,CREDITADA,228.82,PF,PF,S,2019,1,
8151,43653,3529,Previdenciário,CREDITADA,229.63,PF,PF,S,2019,1,
8152,5883,3529,Previdenciário,CREDITADA,225.83,PF,PF,S,2019,1,
8153,40586,3529,Previdenciário,CREDITADA,219.59,PF,PF,S,2019,1,
8154,34399,3529,Previdenciário,CREDITADA,223.69,PF,PF,S,2019,1,
8155,31414,3529,Previdenciário,CREDITADA,225.44,PF,PF,S,2019,1,
8156,33860,3529,Previdenciário,CREDITADA,228.99,PF,PF,S,2019,1,
8157,20417,3529,Previdenciário,CREDITADA,209.7,PF,PF,S,2019,1,
8158,4784,3529,Previdenciário,CREDITADA,218.62,PF,PF,S,2019,1,
8159,38331,3529,Previdenciário,CREDITADA,207.81,PF,PF,S,2019,1,
8160,31023,3529,Previdenciário,CREDITADA,227.64,PF,PF,S,2019,1,
8161,41652,3529,Previdenciário,CREDITADA,224.74,PF,PF,S,2019,1,
8162,28984,3529,Previdenciário,CREDITADA,224.19,PF,PF,S,2019,1,
8163,22231,3529,Previdenciário,CREDITADA,225.31,PF,PF,S,2019,1,
8164,36474,3529,Previdenciário,CREDITADA,223.59,PF,PF,S,2019,1,
8165,38643,3529,Previdenciário,CREDITADA,222.62,PF,PF,S,2019,1,
8166,11226,3529,Previdenciário,CREDITADA,221.66,PF,PF,S,2019,1,
8167,6795,3529,Previdenciário,CREDITADA,208.28,PF,PF,S,2019,1,
8168,45423,3529,Previdenciário,CREDITADA,215.65,PF,PF,S,2019,1,
8169,32131,3529,Previdenciário,CREDITADA,220.69,PF,PF,S,2019,1,
8170,43662,2722,Previdenciário,CREDITADA,119.65,PF,PF,S,2018,2,
8171,16517,2722,Previdenciário,CREDITADA,117.2,PF,PF,S,2019,1,
8172,20878,2722,Previdenciário,CREDITADA,118.61,PF,PF,S,2018,2,
8173,17242,2722,Previdenciário,CREDITADA,119.09,PF,PF,S,2018,2,
8174,19558,2722,Previdenciário,CREDITADA,116.73,PF,PF,S,2018,2,
8175,7178,2722,Previdenciário,CREDITADA,115.94,PF,PF,S,2018,2,
8176,14252,2722,Previdenciário,CREDITADA,116.36,PF,PF,S,2018,2,
8177,14882,2722,Previdenciário,CREDITADA,115.56,PF,PF,S,2018,2,
8178,46382,2722,Previdenciário,CREDITADA,115.19,PF,PF,S,2018,2,
8179,41364,2722,Previdenciário,CREDITADA,114.78,PF,PF,S,2018,2,
8180,43714,1660,Previdenciário,CREDITADA,122.4,PF,PF,S,2020,0,
8181,42962,1660,Previdenciário,CREDITADA,117.21,PF,PF,S,2020,0,
8182,5322,955,Previdenciário,CREDITADA,104.54,PF,PF,S,2020,0,
8183,36977,3609,Previdenciário,CREDITADA,139.19,PF,PF,S,2020,0,
8184,28590,3498,Previdenciário,CREDITADA,593.36,PF,PF,S,2020,0,
8185,17106,3498,Previdenciário,CREDITADA,579.06,PF,PF,S,2020,0,
8186,35296,3498,Previdenciário,CREDITADA,482.72,PF,PF,S,2020,0,
8187,41466,1659,Previdenciário,CREDITADA,126.75,PF,PF,S,2020,0,
8188,22595,1659,Previdenciário,CREDITADA,120.32,PF,PF,S,2020,0,
8189,37040,1659,Previdenciário,CREDITADA,123.42,PF,PF,S,2020,0,
8190,12138,1659,Previdenciário,CREDITADA,124.5,PF,PF,S,2020,0,
8191,6590,1659,Previdenciário,CREDITADA,119.26,PF,PF,S,2020,0,
8192,1001,1659,Previdenciário,CREDITADA,122.41,PF,PF,S,2020,0,
8193,9553,1659,Previdenciário,CREDITADA,125.68,PF,PF,S,2020,0,
8194,38603,1659,Previdenciário,CREDITADA,121.4,PF,PF,S,2020,0,
8195,37630,3215,Previdenciário,CREDITADA,9621.67,PF,PF,S,2020,0,
8196,45985,3506,Previdenciário,CREDITADA,570.2,PF,PF,S,2020,0,
8197,29279,3064,Previdenciário,CREDITADA,1185.82,PF,PF,S,2020,0,
8198,30374,3064,Previdenciário,CREDITADA,1425.91,PF,PF,S,2020,0,
8199,9308,3064,Previdenciário,CREDITADA,1198.26,PF,PF,S,2020,0,
8200,27052,3064,Previdenciário,CREDITADA,437.43,PF,PF,S,2020,0,
8201,33297,3064,Previdenciário,CREDITADA,600.2,PF,PF,S,2020,0,
8202,41468,3064,Previdenciário,CREDITADA,973.73,PF,PF,S,2020,0,
8203,19298,2569,Previdenciário,CREDITADA,113.19,PF,PF,S,2020,0,
8204,12301,2569,Previdenciário,CREDITADA,112.78,PF,PF,S,2020,0,
8205,23068,2569,Previdenciário,CREDITADA,112.37,PF,PF,S,2020,0,
8206,4107,2215,Previdenciário,CREDITADA,83.97,PF,PF,S,2020,0,
8207,29727,2215,Previdenciário,CREDITADA,51.06,PF,PF,S,2020,0,
8208,26411,2215,Previdenciário,CREDITADA,19.1,PF,PF,S,2020,0,
8209,7505,2215,Previdenciário,CREDITADA,38.82,PF,PF,S,2020,0,
8210,4826,2215,Previdenciário,CREDITADA,79.93,PF,PF,S,2020,0,
8211,14504,2676,Previdenciário,CREDITADA,211.05,PF,PF,S,2019,1,
8212,36408,2676,Previdenciário,CREDITADA,217.73,PF,PF,S,2019,1,
8213,4262,2676,Previdenciário,CREDITADA,256.04,PF,PF,S,2019,1,
8214,1152,2676,Previdenciário,CREDITADA,251.98,PF,PF,S,2019,1,
8215,9002,2676,Previdenciário,CREDITADA,243.52,PF,PF,S,2019,1,
8216,41338,2676,Previdenciário,CREDITADA,249.73,PF,PF,S,2019,1,
8217,12270,2676,Previdenciário,CREDITADA,244.75,PF,PF,S,2019,1,
8218,36863,2676,Previdenciário,CREDITADA,248.43,PF,PF,S,2019,1,
8219,23096,2676,Previdenciário,CREDITADA,415.6,PF,PF,S,2019,1,
8220,30167,2676,Previdenciário,CREDITADA,247.21,PF,PF,S,2019,1,
8221,14551,2676,Previdenciário,CREDITADA,419.66,PF,PF,S,2019,1,
8222,17496,2676,Previdenciário,CREDITADA,413.91,PF,PF,S,2019,1,
8223,11173,2676,Previdenciário,CREDITADA,412.14,PF,PF,S,2019,1,
8224,19286,2676,Previdenciário,CREDITADA,407.34,PF,PF,S,2019,1,
8225,44415,2676,Previdenciário,CREDITADA,406.05,PF,PF,S,2019,1,
8226,8626,2676,Previdenciário,CREDITADA,253.32,PF,PF,S,2019,1,
8227,29244,2676,Previdenciário,CREDITADA,408.99,PF,PF,S,2019,1,
8228,39651,2676,Previdenciário,CREDITADA,404.6,PF,PF,S,2019,1,
8229,30055,2676,Previdenciário,CREDITADA,410.61,PF,PF,S,2019,1,
8230,41757,1590,Previdenciário,CREDITADA,1182.52,PF,PF,S,2019,1,
8231,21341,386,Previdenciário,CREDITADA,1134.63,PF,PF,S,2020,0,
8232,4435,1624,Previdenciário,CREDITADA,749.85,PF,PF,S,2018,2,
8233,3485,1624,Previdenciário,CREDITADA,746.8,PF,PF,S,2018,2,
8234,20190,1624,Previdenciário,CREDITADA,753.39,PF,PF,S,2018,2,
8235,39133,1624,Previdenciário,CREDITADA,743.61,PF,PF,S,2018,2,
8236,40075,2050,Previdenciário,CREDITADA,563.83,PF,PF,S,2019,1,
8237,3795,2050,Previdenciário,CREDITADA,666.64,PF,PF,S,2019,1,
8238,33887,2050,Previdenciário,CREDITADA,704.69,PF,PF,S,2019,1,
8239,35386,2050,Previdenciário,CREDITADA,545.26,PF,PF,S,2019,1,
8240,26587,2050,Previdenciário,CREDITADA,689.17,PF,PF,S,2019,1,
8241,5182,2050,Previdenciário,CREDITADA,388.15,PF,PF,S,2019,1,
8242,16544,2050,Previdenciário,CREDITADA,699.9,PF,PF,S,2019,1,
8243,21573,2050,Previdenciário,CREDITADA,997.53,PF,PF,S,2019,1,
8244,39033,2050,Previdenciário,CREDITADA,598.46,PF,PF,S,2019,1,
8245,13110,3817,Previdenciário,CREDITADA,230.03,PF,PF,S,2017,3,
8246,46887,3817,Previdenciário,CREDITADA,226.9,PF,PF,S,2017,3,
8247,31946,3817,Previdenciário,CREDITADA,225.9,PF,PF,S,2017,3,
8248,32523,3817,Previdenciário,CREDITADA,227.95,PF,PF,S,2017,3,
8249,31342,3817,Previdenciário,CREDITADA,224.87,PF,PF,S,2017,3,
8250,13309,3817,Previdenciário,CREDITADA,228.95,PF,PF,S,2017,3,
8251,9682,3817,Previdenciário,CREDITADA,223.87,PF,PF,S,2017,3,
8252,37232,1973,Previdenciário,CREDITADA,90.16,PF,PF,S,2019,1,
8253,19148,1973,Previdenciário,CREDITADA,88.14,PF,PF,S,2019,1,
8254,29428,1973,Previdenciário,CREDITADA,88.56,PF,PF,S,2019,1,
8255,43810,1973,Previdenciário,CREDITADA,88.94,PF,PF,S,2019,1,
8256,34818,1973,Previdenciário,CREDITADA,89.33,PF,PF,S,2019,1,
8257,4285,1973,Previdenciário,CREDITADA,89.75,PF,PF,S,2019,1,
8258,47362,1973,Previdenciário,CREDITADA,90.84,PF,PF,S,2017,3,
8259,24847,306,Previdenciário,CREDITADA,40.03,PF,PF,S,2018,2,
8260,39368,306,Previdenciário,CREDITADA,29.63,PF,PF,S,2018,2,
8261,13616,306,Previdenciário,CREDITADA,42.19,PF,PF,S,2018,2,
8262,30422,1684,Previdenciário,CREDITADA,317.91,PF,PF,S,2019,1,
8263,7322,1684,Previdenciário,CREDITADA,311.71,PF,PF,S,2019,1,
8264,26171,1684,Previdenciário,CREDITADA,669.4,PF,PF,S,2018,2,
8265,47190,1684,Previdenciário,CREDITADA,99.47,PF,PF,S,2019,1,
8266,46284,1684,Previdenciário,CREDITADA,211.49,PF,PF,S,2019,1,
8267,7014,1684,Previdenciário,CREDITADA,307.42,PF,PF,S,2019,1,
8268,26,1684,Previdenciário,CREDITADA,301.66,PF,PF,S,2017,3,
8269,29525,1684,Previdenciário,CREDITADA,237.06,PF,PF,S,2019,1,
8270,849,306,Previdenciário,CREDITADA,48.49,PF,PF,S,2018,2,
8271,36729,3509,Previdenciário,CREDITADA,404.43,PF,PF,S,2019,1,
8272,43811,2795,Previdenciário,CREDITADA,635.55,PF,PF,S,2019,1,
8273,11842,2795,Previdenciário,CREDITADA,633.61,PF,PF,S,2019,1,
8274,22402,2795,Previdenciário,CREDITADA,719.29,PF,PF,S,2019,1,
8275,28470,2795,Previdenciário,CREDITADA,631.42,PF,PF,S,2019,1,
8276,12658,2795,Previdenciário,CREDITADA,621.34,PF,PF,S,2019,1,
8277,13625,2795,Previdenciário,CREDITADA,642.94,PF,PF,S,2019,1,
8278,2902,2795,Previdenciário,CREDITADA,627.02,PF,PF,S,2019,1,
8279,9139,2722,Previdenciário,CREDITADA,124.33,PF,PF,S,2018,2,
8280,29750,2722,Previdenciário,CREDITADA,124.74,PF,PF,S,2018,2,
8281,13302,2722,Previdenciário,CREDITADA,120.24,PF,PF,S,2018,2,
8282,44551,2722,Previdenciário,CREDITADA,119.65,PF,PF,S,2018,2,
8283,18797,2722,Previdenciário,CREDITADA,122.98,PF,PF,S,2018,2,
8284,20468,2722,Previdenciário,CREDITADA,132.77,PF,PF,S,2018,2,
8285,8332,2722,Previdenciário,CREDITADA,120.78,PF,PF,S,2018,2,
8286,27838,2722,Previdenciário,CREDITADA,122.44,PF,PF,S,2018,2,
8287,2876,2722,Previdenciário,CREDITADA,123.43,PF,PF,S,2019,1,
8288,21044,2722,Previdenciário,CREDITADA,119.02,PF,PF,S,2018,2,
8289,24437,2722,Previdenciário,CREDITADA,125.85,PF,PF,S,2018,2,
8290,40710,2722,Previdenciário,CREDITADA,125.2,PF,PF,S,2018,2,
8291,20544,2722,Previdenciário,CREDITADA,123.09,PF,PF,S,2018,2,
8292,10952,2722,Previdenciário,CREDITADA,124.5,PF,PF,S,2019,1,
8293,12718,2722,Previdenciário,CREDITADA,123.85,PF,PF,S,2019,1,
8294,16091,2722,Previdenciário,CREDITADA,122.4,PF,PF,S,2018,2,
8295,4593,2722,Previdenciário,CREDITADA,119.49,PF,PF,S,2018,2,
8296,41713,2722,Previdenciário,CREDITADA,118.74,PF,PF,S,2018,2,
8297,23471,2722,Previdenciário,CREDITADA,120.92,PF,PF,S,2018,2,
8298,572,2722,Previdenciário,CREDITADA,120.25,PF,PF,S,2018,2,
8299,34621,2722,Previdenciário,CREDITADA,121.68,PF,PF,S,2018,2,
8300,37644,2722,Previdenciário,CREDITADA,118.09,PF,PF,S,2018,2,
8301,30336,2722,Previdenciário,CREDITADA,185.52,PF,PF,S,2018,2,
8302,40624,2722,Previdenciário,CREDITADA,117.26,PF,PF,S,2018,2,
8303,24380,2722,Previdenciário,CREDITADA,123.99,PF,PF,S,2018,2,
8304,14576,2722,Previdenciário,CREDITADA,125.94,PF,PF,S,2018,2,
8305,2837,2722,Previdenciário,CREDITADA,123.03,PF,PF,S,2018,2,
8306,9852,2722,Previdenciário,CREDITADA,125.01,PF,PF,S,2018,2,
8307,21354,2722,Previdenciário,CREDITADA,120.19,PF,PF,S,2018,2,
8308,19249,2722,Previdenciário,CREDITADA,131.1,PF,PF,S,2018,2,
8309,18096,2722,Previdenciário,CREDITADA,121.1,PF,PF,S,2018,2,
8310,12110,2722,Previdenciário,CREDITADA,118.26,PF,PF,S,2018,2,
8311,42548,2215,Previdenciário,CREDITADA,116.27,PF,PF,S,2020,0,
8312,4634,2215,Previdenciário,CREDITADA,97.89,PF,PF,S,2020,0,
8313,47711,2215,Previdenciário,CREDITADA,862.76,PF,PF,S,2020,0,
8314,26823,2215,Previdenciário,CREDITADA,78.57,PF,PF,S,2020,0,
8315,31765,1203,Previdenciário,CREDITADA,142.56,PF,PF,S,2020,0,
8316,45217,449,Previdenciário,CREDITADA,212.61,PF,PF,S,2020,0,
8317,40201,2195,Previdenciário,CREDITADA,112.31,PF,PF,S,2020,0,
8318,44916,2195,Previdenciário,CREDITADA,114.64,PF,PF,S,2020,0,
8319,32259,2195,Previdenciário,CREDITADA,115.19,PF,PF,S,2020,0,
8320,47848,2195,Previdenciário,CREDITADA,114.13,PF,PF,S,2020,0,
8321,13358,2195,Previdenciário,CREDITADA,112.37,PF,PF,S,2020,0,
