Nº Processo,Natureza do Processo,Forma de Cadastramento,Crédito
40836,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
15226,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
41482,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
13240,DIGITAL,Automático,Restituição de Pagamento Indevido ou a Maior
25248,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
9540,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
48186,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
47869,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
23054,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
43729,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
32,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
30959,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
1933,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
44616,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
3685,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
44208,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
33439,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
8179,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
22980,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
20827,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
39682,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
22261,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
24016,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
10672,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
40765,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
41029,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
11582,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
23592,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
6400,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
23408,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
15836,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
8037,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
14171,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
25741,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
33679,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
35462,ELETRÔNICO,Automático,PERES - Restituição de IRPF Não Resgatada no Banco
7839,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
8966,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
10610,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
47358,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
4120,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
7120,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
24791,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
22272,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
22290,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
26428,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
19809,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
43192,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
17433,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
39582,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
23733,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
31267,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
31767,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
41135,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
41366,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
41250,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
14156,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
28127,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
14667,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
39461,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
1561,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
38775,DIGITAL,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
4344,DIGITAL,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
14597,DIGITAL,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
33737,DIGITAL,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
25225,DIGITAL,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
24618,DIGITAL,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
22553,DIGITAL,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
6017,DIGITAL,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
42408,DIGITAL,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
45088,DIGITAL,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
47880,DIGITAL,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
6095,DIGITAL,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
3703,DIGITAL,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
410,DIGITAL,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
44883,DIGITAL,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
41152,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
3284,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
47646,ELETRÔNICO,Automático,Restituição de Reembolso
8935,DIGITAL,Manual,Restituição de PGIM Empregador Doméstico
6917,DIGITAL,Manual,Restituição de PGIM Empregador Doméstico
45741,DIGITAL,Manual,Restituição de PGIM Empregador Doméstico
20189,DIGITAL,Manual,Restituição de PGIM Empregador Doméstico
34294,DIGITAL,Manual,Restituição de PGIM Empregador Doméstico
40970,DIGITAL,Manual,Restituição de Pagamento Indevido ou a Maior
40141,DIGITAL,Manual,Restituição de Pagamento Indevido ou a Maior
27155,DIGITAL,Manual,Restituição de Pagamento Indevido ou a Maior
10784,DIGITAL,Manual,Restituição de PGIM Empregador Doméstico
9119,DIGITAL,Manual,Restituição de PGIM Empregador Doméstico
31047,DIGITAL,Manual,Restituição de PGIM Empregador Doméstico
21966,DIGITAL,Manual,Restituição de PGIM Empregador Doméstico
8796,DIGITAL,Manual,Restituição de PGIM Empregador Doméstico
248,DIGITAL,Manual,Restituição de PGIM Empregador Doméstico
10958,DIGITAL,Manual,Restituição de PGIM Empregador Doméstico
39404,DIGITAL,Manual,Restituição de PGIM Empregador Doméstico
258,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
21234,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
36869,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
3150,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
11047,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
44322,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
20383,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
45957,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
27928,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
12474,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
11527,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
40493,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
10239,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
19348,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
13682,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
19888,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
45701,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
5600,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
43409,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
3257,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
17142,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
42452,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
34417,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
10415,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
35619,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
23288,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
16487,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
6808,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
32874,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
19802,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
22315,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
22362,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
19099,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
12687,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
28479,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
34176,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
28520,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
3277,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
5112,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
27594,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
37109,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
45523,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
45822,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
17520,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
42209,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
47653,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
33624,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
16429,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
44217,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
15498,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
12638,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
12236,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
38347,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
36798,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
48258,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
21807,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
47669,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
29306,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
22939,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
24365,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
36862,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
16853,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
39276,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
43379,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
22952,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
13018,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
31109,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
45412,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
9534,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
34773,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
23615,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
26568,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
6280,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
43135,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
44539,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
19616,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
4326,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
17761,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
237,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
14062,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
12828,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
2701,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
14355,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
42585,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
27076,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
9843,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
26717,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
9570,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
45385,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
13782,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
43157,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
26004,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
28144,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
47935,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
7964,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
3052,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
15083,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
33589,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
4711,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
26191,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
16980,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
29826,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
37139,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
18265,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
44646,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
35366,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
18519,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
24952,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
14640,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
42725,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
30541,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
18345,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
39656,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
11850,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
46686,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
42057,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
32352,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
47763,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
46460,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
29031,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
17135,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
3027,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
44188,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
42703,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
44790,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
31503,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
17208,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
38833,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
36881,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
18907,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
40122,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
40074,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
33327,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
45662,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
35245,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
46328,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
4709,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
34475,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
24159,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
33892,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
13813,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
27913,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
29342,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
36337,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
856,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
16974,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
4450,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
13885,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
24676,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
11570,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
36668,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
13713,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
6997,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
14895,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
36350,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
28529,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
19783,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
14442,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
39387,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
10389,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
16032,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
47727,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
32111,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
22123,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
27708,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
12559,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
5646,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
1315,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
12939,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
2379,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
3886,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
7713,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
17933,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
3766,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
33897,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
20342,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
12354,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
33057,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
33034,DIGITAL,Manual,Restituição de Pagamento Indevido ou a Maior
594,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
4578,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
43537,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
41403,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
6377,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
43744,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
29346,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
18903,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
28262,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
10453,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
10247,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
12039,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
37691,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
3790,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
18171,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
30719,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
31765,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
5046,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
10967,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
30801,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
10886,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
27679,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
4370,ELETRÔNICO,Automático,Restituição de Simples Nacional
14155,ELETRÔNICO,Automático,Restituição de Simples Nacional
44476,ELETRÔNICO,Manual,Restituição de Pagamento Indevido ou a Maior
38081,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
1250,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
11606,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
38541,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
3440,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
1231,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
10975,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
1072,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
13626,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
18262,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
18972,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
14728,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
35361,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
30034,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
46663,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
13452,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
44634,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
35959,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
48007,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
38674,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
32381,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
45094,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
9849,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
43538,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
918,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
25625,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
48076,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
10687,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
19293,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
22604,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
41314,DIGITAL,Manual,Restituição de Reembolso
39379,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
6591,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
9903,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
43087,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
4301,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
29363,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
30124,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
24729,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
11161,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
25423,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
19594,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
46799,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
