Nº Processo,Natureza do Processo,Forma de Cadastramento,Crédito
3876,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
36706,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
16181,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
32917,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
30400,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
44691,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
23419,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
37861,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
4414,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
16486,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
20565,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
35767,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
38872,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
39131,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
33209,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
19440,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
24442,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
42243,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
1507,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
43627,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
38259,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
43697,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
36772,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
31190,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
444,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
45764,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
43704,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
35877,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
29639,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
24479,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
26924,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
46691,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
14933,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
4500,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
43289,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
10055,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
47817,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
2395,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
37450,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
32397,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
22856,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
23967,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
2463,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
41118,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
7128,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
26733,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
9820,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
42918,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
17305,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
22675,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
28862,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
46410,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
45390,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
32256,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
12691,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
45665,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
46433,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
26722,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
24901,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
38030,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
9350,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
531,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
42653,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
12520,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
47834,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
43298,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
17626,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
18088,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
4354,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
876,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
35715,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
42612,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
26528,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
14930,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
13912,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
45710,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
46105,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
47202,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
11585,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
33316,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
17021,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
5161,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
10250,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
17439,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
17277,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
27393,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
1801,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
44490,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
7480,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
24511,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
43677,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
37952,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
14410,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
40109,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
43609,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
9648,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
38967,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
47787,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
27846,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
25336,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
5249,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
12897,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
31255,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
25401,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
10756,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
40043,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
10082,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
35336,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
3032,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
34204,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
34421,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
24588,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
3906,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
21140,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
19726,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
31380,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
2290,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
18873,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
45863,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
33427,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
23931,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
29941,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
34777,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
697,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
33032,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
46107,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
2303,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
45082,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
36752,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
11399,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
43517,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
2965,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
19978,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
41862,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
8421,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
38575,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
42023,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
47252,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
629,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
46771,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
19475,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
1176,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
17867,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
4402,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
22113,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
37692,DIGITAL,Automático,Restituição de Pagamento Indevido ou a Maior
36985,DIGITAL,Automático,Restituição de Pagamento Indevido ou a Maior
20484,DIGITAL,Automático,Restituição de Pagamento Indevido ou a Maior
34438,DIGITAL,Automático,Restituição de Pagamento Indevido ou a Maior
43471,DIGITAL,Automático,Restituição de Pagamento Indevido ou a Maior
3910,DIGITAL,Automático,Restituição de Pagamento Indevido ou a Maior
6364,DIGITAL,Automático,Restituição de Pagamento Indevido ou a Maior
11171,DIGITAL,Automático,Restituição de Pagamento Indevido ou a Maior
36841,DIGITAL,Automático,Restituição de Pagamento Indevido ou a Maior
21659,DIGITAL,Automático,Restituição de Pagamento Indevido ou a Maior
40686,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
22667,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
39557,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
7193,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
6122,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
28878,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
10573,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
25354,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
24354,DIGITAL,Automático,Restituição de Pagamento Indevido ou a Maior
31608,DIGITAL,Automático,Restituição de Pagamento Indevido ou a Maior
45403,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
12362,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
13689,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
2180,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
27470,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
43867,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
3208,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
22968,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
9871,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
7745,DIGITAL,Manual,Restituição de PGIM Empregador Doméstico
29133,DIGITAL,Automático,Restituição de Pagamento Indevido ou a Maior
5556,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
36202,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
47548,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
15643,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
5145,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
6239,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
8587,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
2684,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
3894,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
33685,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
38716,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
14670,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
38864,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
8305,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
41921,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
30279,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
21058,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
41661,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
46820,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
35417,DIGITAL,Manual,Restituição de PGIM Empregador Doméstico
24293,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
28945,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
22745,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
17818,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
2840,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
844,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
8292,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
7356,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
10049,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
24432,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
35546,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
15861,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
25783,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
35611,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
28056,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
39833,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
19525,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
15891,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
21422,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
9784,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
22387,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
5050,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
15749,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
25205,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
23360,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
12464,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
16437,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
6290,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
46554,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
16155,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
4171,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
18282,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
8384,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
35855,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
30777,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
19508,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
39114,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
732,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
2916,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
43449,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
13171,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
34418,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
1609,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
40179,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
38246,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
35500,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
28107,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
31859,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
11577,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
8468,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
14889,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
37764,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
26970,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
18489,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
10823,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
42315,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
45874,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
11236,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
20982,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
11508,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
18373,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
23669,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
34123,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
35865,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
3401,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
33339,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
7937,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
35662,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
11682,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
6113,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
27288,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
5921,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
10863,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
10137,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
5406,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
16262,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
16106,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
3778,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
42405,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
34785,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
31731,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
2152,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
6878,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
26756,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
42934,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
30878,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
39240,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
25680,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
26012,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
41925,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
45186,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
18427,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
34647,DIGITAL,Manual,Restituição de Pagamento Indevido ou a Maior
24058,DIGITAL,Manual,Restituição de PGIM Empregador Doméstico
30782,DIGITAL,Manual,Restituição de PGIM Empregador Doméstico
10091,DIGITAL,Manual,Restituição de PGIM Empregador Doméstico
38966,DIGITAL,Manual,Restituição de PGIM Empregador Doméstico
3776,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
286,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
48255,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
32095,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
41698,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
41647,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
5884,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
15689,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
9953,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
40206,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
40661,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
2860,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
4363,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
13861,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
20454,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
10633,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
43928,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior
27333,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
15722,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
33338,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
15252,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
36260,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
18316,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
27550,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
33646,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
14961,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
5259,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
6322,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
45854,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
46536,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
19752,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
8161,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
37652,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente
32367,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
17877,DIGITAL,Manual,Restituição de Contribuição Previdenciária Indevida ou a Maior
45080,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
41796,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
7511,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
12198,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
1340,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
37266,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
13514,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
1677,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
15787,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
47857,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
2017,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
42155,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
14585,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
8601,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
34063,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
42400,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
1848,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
43088,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
7217,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
42997,ELETRÔNICO,Automático,Restituição de Contribuição Previdenciária Indevida ou a Maior
